Seller Part #,NE Item #,Title,Country,Currency,MSRP,Selling Price,Third-party Warranty Parts/Labor Days,SBS Inventory,SBN Inventory,Flash Reserved Inventory,Fulfillment Option,Shipping,Activation Mark,Tier 1 Quantity,Tier 1 Price,Tier 1 Shipping,Tier 2 Quantity,Tier 2 Price,Tier 2 Shipping,Tier 3 Quantity,Tier 3 Price,Tier 3 Shipping
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
21456,9SIACSV5796013,XBox One S / XBox Elite Controller Case (Blue) - Soft Silicone Gel Rubber Grip Case Protective Cover Skin for XBox One S / XBox Elite Wireless Game Gaming Gamepad Controllers                                                                  ,USA,USD,0.00,600.00,,545698,0,N/A,Merchant,Free,TRUE,,,,,,,,,
